Year,Facility_Name,Province,CO2,CH4,N2O,Total_Emissions
2021,Verendrye 04-22-028-24W3 MWB,Saskatchewan,21926.80046,146.7016,0.0424,26045.68126
2021,Via Verde Hydroponics,Ontario,12875.6,0.25,0.24,12946.2
2021,Lockhart 06-19 Compressor Site,Alberta,7753.09242,98.95334,0.75893,10724.90239
2021,LET de Saint-Rosaire,Quebec,1316.6,3566.412471,10.7901,104035.525688
2021,Boem Berry Farms Inc.,Ontario,10541.42436,0.21546,0.19062,10597.97154
2021,La Prairie,Quebec,9633.61,0.1981,0.1772,9686.1148
2021,Bear B / South Ric gathering system,Alberta,8681.8681,75.7712,1.8912,11304.6297
2021,PERTH,Ontario,9306.54,0.177,0.157,9353.101
2021,Value Added Division,British Columbia,13980.2,0.108237,0.010824,13986.099
2021,Dellcom Aerospace,Ontario,0.018228,4e-06,3e-06,0.019135
2021,06-26-36-20 W4M,Alberta,9545.214897,28.249827,0.091415,10360.435028
2021,Road 53 Leckie Lake 16-24,Alberta,10140.5898,26.3083,0.2671,10948.0037
2021,Red Sun Farms Ontario LP,Ontario,10977.07775,0.24154,0.20141,11037.21452
2021,Ya Ya Foods Corporation,Ontario,12418.08,0.321789,0.232068,12488.588112
2021,Fernlea Flowers,Ontario,11038.28,0.2155,0.2023,11097.9235
2021,Cielo Vista Farms Inc.,Ontario,18214.03,0.3558,0.334,18312.5024
2021,Olymel SEC Brampton Westwyn,Ontario,18209.5995,0.21243,0.18911,20405.33105
2021,Alberta Carbon Trunk Line,Alberta,2470.0,0.004,0.004,2471.172
2021,Golden Acre Farms Inc.,Ontario,13426.01,0.2622,0.2461,13498.5681
2021,Grand Lake Timber,New Brunswick,22105.0,0.607,0.351,22215.011
2021,Windfall 14-24,Alberta,11153.87,75.0,0.270005,13325.421325
2021,Merit Functional Foods,Manitoba,3646.85,0.0714,0.0634,3665.6502
2021,Bailey Sanitary Landfill,British Columbia,352.2387,1677.91381,0.05654,47348.80848
2021,Orlando,Ontario,10479.69,0.07,0.06,10497.55
2021,IMT Integrated Facility,Ontario,9492.395,0.20488,0.16757,9542.537690000001
2021,Twining GP 16-24,Alberta,9738.688494,54.653338,0.005439,11270.423293
2021,Pembina 09-17-050-07W5,Alberta,9069.437555,27.587439,2.334373,10460.494692
2021,Kerry Renfrew,Ontario,752.304,1.183506,0.831206,1005.711758
2021,Canada Royal Milk ULC,Ontario,13061.05,0.255037,0.227116,13128.37678
2021,Canoe Forest Products,British Columbia,17279.72,0.3655,0.3991,17395.7155
2021,Enhance Energy - Clive 04-15,Alberta,636.0,0.0,0.0,636.0
2021,MODATEK SYSTEMS,Ontario,9456.45,0.575421,0.20621,9527.207438
2021,Weyerhaeuser Princeton Sawmill,British Columbia,18461.06,0.47015,0.56748,18624.6064
2021,Grand Forks Sawmill,British Columbia,12373.1917,0.3157,0.3346,12470.7003
2021,Dunkley Lumber Ltd.,British Columbia,30277.8899,0.6858,0.9595,30551.3598
2021,Red Chris Mine,British Columbia,94050.88,12.9203,27.3427,101658.4639
2021,Moly-Cop Canada,British Columbia,22555.58171,0.873092,0.393307,22684.254646
2021,Solid Waste Area Management Project,Manitoba,152.98077,623.11418,0.00503,17601.51076
2021,Astra Minard 04-17-006-07 W2 MWB,Saskatchewan,12064.0745,23.3193,0.1881,12766.8614
2021,Twining Sweet Gas Plant 04-02,Alberta,4102.897,11.26976,0.080412,4439.75946
2021,PRESSTRAN INDUSTRIES (170 Edward St),Ontario,3604.825,0.176,0.0731,3629.1245
2021,PRESSTRAN INDUSTRIES (1155 Talbot St),Ontario,717.8288,0.0392,0.0146,722.7954
2021,Kakwa 03-21-063-05W6,Alberta,9600.4,23.3,0.2,10305.8
2021,City of North Battleford Waste Management Facility,Saskatchewan,269.56,433.97,0.24,12484.32
2021,Extrusion North America - Mississauga,Ontario,5369.4,0.105,0.094,5397.25
2021,Instow UMO Processing Facility,Saskatchewan,10083.4481,0.1462,0.1848,10136.5137
2021,Hamilton Confectionary Plant,Ontario,10760.225,0.20439,0.1823,10814.25742
2021,East York Bakery,Ontario,10585.086,0.20107,0.17933,10638.23841
2021,Erie Meats Listowel,Ontario,11070.92,0.216,0.192,11127.848
2021,Integrated Hot Mix,Ontario,11619.814,0.234,0.193,11677.511
2021,ABBT0111465,Alberta,575.28873,477.51073,0.01025,13948.30542
2021,Smithers Pellet Limited Partnership,British Columbia,14175.36963,0.279557,0.241815,14247.278204
2021,Williams Lake,British Columbia,13550.82837,0.269055,0.229302,13619.126941
2021,ABBT0060208,Alberta,996.89921,541.11432,0.01739,16152.70852
2021,BCBT0009073,British Columbia,13039.9269,43.52809,0.39162,14362.49272
2021,02-06-79-11-W6M,Alberta,12765.61324,100.467031,1.141303,15881.135405
2021,Hammerstone Quarry,Alberta,15700.34,0.473,0.128,15747.504
2021,ABBT0580005,Alberta,2695.91257,674.54506,0.0382,21593.29725
2021,Tabor Sawmill,British Columbia,19410.1057,0.52592,0.31815,19509.14121
2021,Wayne Dalum Oil MWB 10-13-027-19W4,Alberta,17506.41675,35.79844,0.77888,18715.17627
2021,ABBT0153027,Alberta,17535.80338,305.93086,0.31329,26184.88931
2021,Pure Flavor Farms Inc.,Ontario,21233.19,0.4147,0.3893,21347.9661
2021,Border 14-03-040-28W3,Saskatchewan,12566.8927,20.1124,0.2266,13190.0889
2021,Lavington Pellet Limited Partnership,British Columbia,29410.0,0.58,0.49,29556.09
2021,Wastewater Treatment Plant,Alberta,4839.9922,482.2235,36.868566,28112.42019
2021,ABBT0066632,Alberta,2095.17392,1400.83581,0.0365,41328.2491
2021,THOR KNAPPEN 16-29 PLANT,Alberta,5595.477,227.3548,0.1451,11999.8629
2021,BCGS3164246,British Columbia,46907.57618,158.39726,1.4336,51722.60346
2021,ABBT0150246,Alberta,38956.93735,45.77543,0.41779,40349.36373999999
2021,Mackenzie Site 2 & Power Plant,British Columbia,263058.2914,83.3338,3301.4764,1140282.8843
2020,Division Alma,Quebec,61757.45,629.055,1.075,79655.865
2020,"Foothills Pipeline, Alberta",Alberta,268436.995,694.035,6.914,289702.185
2020,Kingston CoGen,Ontario,319.146,0.0833,0.00835,323.69115
2020,Redwater Fertilizer Operations,Alberta,1048342.568,1468.8343,19.9948,1094768.5504
2020,Alberta Envirofuels,Alberta,297592.175,95.605,5.576,301746.755
2020,Alliance Pipeline Ltd. - AB Pipeline System,Alberta,430930.0549,1070.64556,13.055452,464367.82534
2020,Alberta-Pacific Forest Industries Inc.,Alberta,120735.83,280.1107,28.5853,136340.6306
2020,Rio Tinto Alcan Inc.,British Columbia,634754.6631,1.673855,1.714274,805522.5315500001
2020,Algoma Steel Inc,Ontario,3858475.994,744.08479,10.160464,3882002.89106
2020,Aluminerie Alouette inc.,Quebec,1070686.0,2.932717,2.735602,1126134.39761
2020,Aluminerie de Baie-Comeau,Quebec,501250.0,0.52,1.69,516145.457
2020,Aluminerie de Bécancour inc.,Quebec,693193.7756,1.3941,2.0752,740198.8681999999
2020,ATCO Pipelines - Transmission System,Alberta,60326.9671,2631.6369,3.3519,134926.0593
2020,Atikokan Generating Station,Ontario,15042.98,11.14,5.98,16939.6
2020,Battle River Generating Station,Alberta,775284.7962,14.0025,13.4435,779239.3936999999
2020,Bayside Power,New Brunswick,256320.6,66.2,6.6,259923.2
2020,Usine de Bedford,Quebec,383410.38,1.948,1.43,383843.874
2020,Belledune Generating Station,New Brunswick,1595367.0,13.26,19.65,1600945.53
2020,Boundary Dam Power Station,Saskatchewan,3645075.48,188.47278,93.820322,3675215.1029
2020,Resolute Forest Products - Thunder Bay Operations,Ontario,170519.2,583.7336,54.0644,201190.8068
2020,Brady Road Resource Management Facility,Manitoba,0.0,16914.04,0.0,473593.12
2020,Brampton Assembly Plant,Ontario,62922.30176,1.22873,1.087392,63244.865075
2020,Brandon Generating Station,Manitoba,11158.34204,2.386804,0.290016,11302.02679
2020,Brazeau Gas Plant,Alberta,114583.4272,211.6545,6.4669,122223.4817
2020,Brazeau River Gas Plant,Alberta,47721.14,160.982,1.567,52643.891
2020,Brighton Beach Power,Ontario,23147.4605,7.264295,0.617914,23514.607971
2020,Brock West Landfill,Ontario,7.752,1112.26201,0.009202,31153.52681
2020,Brookfield Cement Plant,Nova Scotia,174900.746,0.6025,0.356,175011.956
2020,Burnaby Refinery,British Columbia,386958.2216,178.6575,4.0605,393036.6641
2020,"TransCanada Pipeline, Saskatchewan",Saskatchewan,602325.761,3913.002,15.638,716033.8870000001
2020,Cabot Canada Limited,Ontario,173563.011,0.174283,0.164649,173611.522909
2020,Calgary Energy Centre,Alberta,764901.1798,70.9623,13.2328,770394.8162
2020,Island Generation,British Columbia,23420.9625,5.910583,0.591075,23743.093697
2020,Calstock Power Plant,Ontario,32791.789,23.8129,9.8016,36055.9742
2020,Northern Lime Limited,Ontario,117085.67,0.63879,0.39802,117209.03142
2020,Canadian Fertilizers Limited,Alberta,1588200.05,75.9682,15.4688,1594426.3919
2020,Cancarb Ltd.,Alberta,149181.5538,13.6139,1.7321,150025.3215
2020,"TransCanada Pipeline, Alberta System",Alberta,3578967.936,9811.302,91.718,3877989.662
2020,Cardinal Power,Ontario,25503.87,4.5542,0.5892,25787.5256
2020,Cariboo Pulp and Paper Company,British Columbia,102697.48,118.91842,28.66005,113622.10905
2020,Caribou North Comp Stn 11-08,Alberta,24787.98,279.3,3.183,33451.875
2020,Dundas Operations,Ontario,354732.306,0.422511,0.367471,354841.516093
2020,Beachville Operation,Ontario,320253.55,2.17825,2.04702,320857.00134
2020,Carol Project,Newfoundland and Labrador,834569.511,18.41624,9.5787,837623.5212
2020,Carseland Nitrogen Operations,Alberta,580430.88,163.03355,8.58839,587271.74277
2020,Carseland Power Plant,Alberta,374841.1055,25.257965,7.933952,377650.82582
2020,Carseland Works,Alberta,469.1865,0.0141,266.6122,71121.81430000001
2020,Ingredion Canada Incorporated - London Plant,Ontario,128457.6958,2.51044,2.22865,129118.5804
2020,Cavalier Energy Centre,Alberta,241234.7951,18.3816,4.661,242984.6449
2020,Cavendish Farms,Prince Edward Island,57042.0,696.65,7.49,78533.05
2020,Co-op Refinery Complex,Saskatchewan,1666618.035,282.404,31.443,1682857.7423
2020,Centrale de Cap-aux-Meules,Quebec,132562.41,1.467,2.702,133319.516
2020,Chimie Parachem s.e.c,Quebec,192487.722,3.3252,2.3532,193204.4256
2020,Christina Lake SAGD Bitumen Battery,Alberta,3697663.456,655.1226,34.9954,3725280.6693
2020,Cimenterie de Saint-Basile,Quebec,691303.1,2.4147,2.8458,692124.8486
2020,Cimenterie de Saint-Constant,Quebec,569764.5527,14.3949,2.9541,570950.4464
2020,Electric Utility - Generation,Alberta,449798.7139,193.8808,11.621,458306.94127
2020,Clover Bar Energy Centre,Alberta,244162.6636,19.0122,4.8303,245975.0347
2020,Coal Mountain Operations,British Columbia,1783.9284,0.0764,0.2034,1839.9686
2020,Cochrane Extraction Plant,Alberta,515893.044,290.385,11.746,531655.504
2020,Cold Lake,Alberta,5465666.116,352.996673,95.343153,5500815.958499
2020,Coleson Cove Generating Station,New Brunswick,119009.8,0.98,1.84,119524.84
2020,Chatham,Ontario,142574.802,2.724406,2.361803,143276.9632
2020,Rio Tinto Fer et Titane inc.- Complexe  de Sorel-Tracy,Quebec,896213.41,1056.18196,6.0566,929029.9008999999
2020,Corner Brook Pulp and Paper,Newfoundland and Labrador,40946.0,1.76,1.32,41413.2554
2020,Cory Cogeneration Station,Saskatchewan,437804.9545,113.471241,11.347124,443989.1371
2020,Crofton Division,British Columbia,151645.156,125.7586,34.4651,164299.6483
2020,Delta Plant,British Columbia,740348.7,31.1873,5.4926,742677.4834
2020,ATCO Gas - Distribution System,Alberta,53211.2516,3765.9084,1.3556,159015.9208
2020,Kruger Trois-Rivières S.E.C.,Quebec,106999.0,8.338,2.721,107974.329
2020,Usine Kénogami,Quebec,24342.03,277.209,0.423,32215.977
2020,ArcelorMittal Dofasco,Ontario,3931536.823,12.9084,11.1011,3939737.4498
2020,Espanola Mill,Ontario,201965.795,604.9184,14.5022,222747.6254
2020,East Calgary Landfill,Alberta,4682.0,1287.08,0.10623,40748.39095
2020,East Crossfield Gas Plant 9-14-28-1W5,Alberta,103757.1969,69.32141,3.502503,106626.359675
2020,Edmonton Site,Alberta,24592.08,6.19,0.626,25669.49
2020,Edmonton Refinery,Alberta,1268662.588,145.20013,7.352438,1274676.58763
2020,Edmundston Pulp Mill,New Brunswick,27180.71,1.395,4.5362,28421.863
2020,Edson Gas Plant,Alberta,169753.554,816.212,11.887,195757.545
2020,Ekati Diamond Mine,Northwest Territories,81870.61,2.7354,0.8997,82185.6217
2020,Elkem Métal Chicoutimi,Quebec,115372.375,63.8509,1.5723,117582.3867
2020,"Foothills Pipeline, British Columbia System",British Columbia,382169.054,1162.301,9.978,417357.652
2020,Elkview Operations,British Columbia,244412.4562,7761.60332,25.8939,468599.2327
2020,Elmworth Gas Plant,Alberta,185670.188,365.784,4.621,197136.705
2020,Empress Gas Plant,Alberta,51997.4812,155.0672,0.8822,56573.1458
2020,Empress 6,Alberta,229133.78,172.6312,3.3214,234847.6246
2020,Exshaw Plant,Alberta,156769.457,1.1045,0.8972,157038.141
2020,Exshaw Cement Plant,Alberta,923741.9,5.10334,4.47919,925071.77887
2020,Faulkner Plant,Manitoba,103978.99,0.516,0.318,104077.708
2020,Woodstock Plant,Ontario,381675.027,3.56125,2.0941,382329.6785
2020,Fording River Operations,British Columbia,397027.6473,9735.0605,47.9524,682316.7273
2020,Fort Nelson Gas Plant,British Columbia,432520.1196,115.005166,3.205833,436589.810006
2020,Fort Nelson Generating Station,British Columbia,157866.6847,40.3474,4.0354,160065.7929
2020,Fort Saskatchewan,Alberta,297023.4463,666.3135,3.79778,316686.636
2020,Fort Saskatchewan Thermal Electric(Cogeneration) Power Plant,Alberta,426629.407,29.480932,10.384181,430206.681097
2020,Fort Saskatchewan Nitrogen Operations,Alberta,651170.277,114.32043,6.96427,656216.78059
2020,Fort Saskatchewan Storage and Fractionation,Alberta,103751.9793,2.5078,1.6195,104251.3652
2020,Fort Saskatchewan EOEG,Alberta,55305.1929,137.5251,0.0,59155.8957
2020,Gathering,British Columbia,78794.94747,668.709503,3.840471,98536.53836199999
2020,Genesee Thermal Generating Station,Alberta,8616380.014,114.232,154.9608,8660643.1223
2020,"Gerdau Ameristeel Corporation, Whitby Mill",Ontario,123100.3012,1.5552,1.3585,123503.8493
2020,International Paper Canadian Pulp Holdings ULC,Alberta,132317.3085,1331.8112,14.9113,173616.2233
2020,Greenhills Operations,British Columbia,225251.0925,6109.8244,20.2864,401702.0717
2020,H.R.Milner Generating Station,Alberta,39481.10727,0.382149,0.039167,39502.186695
2020,Birla Carbon Canada Ltd.,Ontario,169642.2632,0.1916,0.1701,169692.7045
2020,Hanlan Robb Gas Plant,Alberta,148367.7649,11.3814,1.1991,149004.2056
2020,Harmac Pacific Operations,British Columbia,125007.15,119.142,32.704,137149.363
2020,Harmattan Gas Processing Plant,Alberta,360796.66,505.163,19.526,380115.6139999999
2020,Havelock Plant,New Brunswick,54900.537,0.478,0.254,54981.231
2020,Hays Gas Plant 11-31-013-14 W4M,Alberta,35314.612,36.706,1.303,36687.675
2020,HBMS Flin Flon Metallurgical Complex,Manitoba,28881.107,1.778,2.078,29481.561
2020,Hendrickson Springs,Ontario,9334.099,0.21931,0.165,9383.964680000001
2020,Hibernia Platform,Newfoundland and Labrador,540968.8433,680.110678,10.113387,562691.98985
2020,Highvale Coal Mine,Alberta,27378.49719,279.88769,2.146183,35784.090997
2020,Hinton Pulp,Alberta,160767.6102,1108.7044,13.9904,195518.7894
2020,Holyrood Thermal Generating Station,Newfoundland and Labrador,840327.47,9.02,17.04,845095.63
2020,Howe Sound Pulp and Paper Mill,British Columbia,95408.4359,152.6763,39.683736,110286.66234
2020,Lloydminster Upgrader,Saskatchewan,987273.0278,4172.12021,14.0512,1107815.96168
2020,Entreprise Indorama PTA Montréal s.e.c.,Quebec,105139.831,7.935,1.085,105649.536
2020,INVISTA (Canada) Company-Maitland Site,Ontario,83827.268,5.196,0.7957,84279.9665
2020,EVRAZ Inc NA Canada - Regina Facilities,Saskatchewan,193246.9893,2.9395,2.21812,193926.7321
2020,Iroquois Falls Generating Station,Ontario,3858.041,1.0182,0.10182,3913.5329
2020,Joffre LAO Plant,Alberta,142087.6726,3.962168,2.145097,142767.064036
2020,Usine de Joliette,Quebec,637191.33,4.15,2.41,637946.1799999999
2020,Judy Creek Gas Conservation Plant,Alberta,45241.479,321.398,1.662,54681.053
2020,Kamloops Mill (SFO),British Columbia,85824.1,215.5257,45.1983,103836.3691
2020,Karr 10-10-065-02 W6M,Alberta,74412.501,273.715,17.109,86610.406
2020,Kaybob Amalgamated Sour Gas Plant,Alberta,175800.8104,459.5429,11.7966,191794.1106
2020,Kaybob South #3 Gas Plant,Alberta,287778.221,231.927,4.20913,295387.5965
2020,Keele Valley Landfill,Ontario,65.616,20041.36,0.065,561240.921
2020,Keephills Thermal Electric Power Generating Plant,Alberta,6748161.033,87.3394,107.8701,6779192.11277
2020,"TransCanada Pipeline, Ontario",Ontario,523537.809,6219.541,13.521,701268.022
2020,Kidd Metallurgical Site,Ontario,35605.942,1.3755,0.5197,35782.1765
2020,Kirkland Lake Generating Station,Ontario,252736.8,75.848,13.073,258324.889
2020,"KRONOS Canada, Inc.",Quebec,177093.0,1.91113,1.7609,177613.15014
2020,Kruger Wayagamack Inc.,Quebec,69522.9,30.853,8.623,72671.879
2020,Richmond Cement Plant,British Columbia,501040.95,6.633502,2.3195,501841.355556
2020,Bath Cement Plant,Ontario,693050.797,9.1577,2.12873,693871.3261000001
2020,Edmonton Plant,Alberta,483240.9,2.76,2.44,483964.78
2020,Lennox Generating Station,Ontario,66317.5,4.18,1.24,66763.14
2020,Lingan Generating Station,Nova Scotia,2455451.663,20.817018,30.054148,2464924.788777
2020,MacKay River Power Plant,Alberta,590152.0085,38.003505,12.557511,594550.1016149999
2020,"MacKay River, In-Situ Oil Sands Plant",Alberta,258009.9622,86.785315,4.765909,261702.916893
2020,Mackenzie Pulp Mill,British Columbia,75596.8619,36.3805,14.4686,80449.6949
2020,Canadian Kraft Paper Industries Ltd.,Manitoba,65372.138,209.084983,23.09251,77346.03267
2020,Usine de Marbleton,Quebec,164804.53,5.5579,1.8936,165461.9552
2020,McMahon Cogen Plant,British Columbia,474100.7562,33.934233,12.027511,478238.2052
2020,McMahon Gas Plant,British Columbia,139662.0736,174.627467,0.943019,144801.542735
2020,Meridian Cogeneration Plant,Saskatchewan,857759.8386,219.613917,21.852011,869699.811151
2020,Syncrude Canada Ltd,Alberta,11959885.49,13653.5796,198.695,12395257.0684
2020,Mine de Mont-Wright,Quebec,263381.581,14.0511,98.7958,289955.8988
2020,Mississauga Lubricants Centre,Ontario,403993.6547,48.5827,7.2992,407288.2583
2020,Mississauga Cement Plant,Ontario,888495.9754,125.1338,6.6439,893760.3553
2020,Mohawk Street Landfill,Ontario,439.79,4586.376,0.0217,128864.0685
2020,Mosaic Potash Belle Plaine,Saskatchewan,663746.1587,133.5774,15.2704,671532.9819
2020,Muskeg River Cogeneration Plant,Alberta,1345716.865,83.3075,20.0517,1353363.176
2020,Imperial Oil Nanticoke Refinery,Ontario,1053359.858,275.4178,13.7183,1064706.9057
2020,Nipigon Power Plant,Ontario,2132.2059,0.5189,0.0542,2161.0981
2020,Norman Wells Central Processing Facility,Northwest Territories,63197.95228,29.058924,1.381291,64377.64426199999
2020,NARL Refining LP,Newfoundland and Labrador,298509.0,116.022,3.59,302708.966
2020,Northwood Pulp Mill,British Columbia,204684.0,87.219,32.856,215982.91582
2020,Corunna Site,Ontario,939274.15,156.35,24.77,950216.0
2020,INEOS Styrolution,Ontario,126309.4094,5.3338,1.5697,128035.1063
2020,St. Clair River Site,Ontario,63986.92,3.866,1.1805,64408.0005
2020,NOVA Chemicals Corporation (Joffre),Alberta,3437679.721,300.2279,49.5576,3459235.7704
2020,Oshawa OEM Stamped Products and Services Operations,Ontario,37198.642,0.6983,0.6234,37383.3954
2020,Ottawa Health Sciences Centre (OHSC) Cogeneration Facility,Ontario,29983.13893,7.7996,0.77996,30408.21713
2020,Usine de Thurso,Quebec,304.1154,413.3591,2.8145,12652.025399
2020,CNUL Peace River Complex,Alberta,218517.2334,138.0503,1.3261,222734.0583
2020,Mercer Peace River,Alberta,161968.0791,106.7275,14.4569,168847.83519
2020,CEPSA Chimie Bécancour,Quebec,83283.0,1.23,1.1,83608.94
2020,Picton  Plant,Ontario,636312.704,68.9422,2.2632,638842.8336
2020,Pine River Sour Gas Plant C-085-D,British Columbia,515114.32,17.572,2.234,516198.346
2020,Transmission Mainline - BC,British Columbia,869068.6409,6281.8386,22.734,1050984.6317
2020,Point Aconi Generating Station,Nova Scotia,1034757.048,27.821695,8.326554,1037742.59177
2020,Point Tupper Generating Station,Nova Scotia,536195.3896,5.316861,6.784056,538233.686537
2020,Poplar River Power Station,Saskatchewan,2824704.45,125.9852,67.62297,2846152.12216
2020,Port Alberni Division,British Columbia,21023.8321,114.8002,16.3713,28576.6322
2020,Powell River Division,British Columbia,30485.9088,118.9094,16.6056,38215.856
2020,Prentiss Chemical Manufacturing Facility,Alberta,122939.0946,18.4862,0.7578,123657.5252
2020,Prince George Refinery,British Columbia,141626.8374,49.577502,1.689456,143462.713325
2020,Progress Gas Plant 01-01-078-10 W6M,Alberta,28306.341,60.036,0.283,30062.344
2020,Queen Elizabeth Power Station,Saskatchewan,1394974.801,362.192832,36.219282,1414714.31
2020,Quirk Creek Gas Plant,Alberta,82186.686,106.7169,3.3369,86059.03769999999
2020,Raffinerie de Montreal,Quebec,1074725.3,123.1,13.6,1081776.1
2020,Raffinerie Jean-Gaulin,Quebec,1198805.0,73.733,13.125,1204357.9655
2020,Mine Raglan,Quebec,129787.12,34.575102,24.9541,137380.279356
2020,Rainbow Lake Cogeneration Power Plant (Units 4-5),Alberta,244189.1827,51.5004,5.1514,246996.3149
2020,Ram River Sour Gas Plant,Alberta,318902.6992,207.0771,5.3266,326112.407
2020,"TransCanada Pipeline, Manitoba",Manitoba,188703.889,1622.143,4.887,235418.948
2020,Redwater Cogeneration Plant,Alberta,203840.9829,13.505463,4.410145,205387.82429
2020,Irving Oil Refinery,New Brunswick,3107221.6,946.856,32.502,3142346.598
2020,"Foothills Pipeline, Saskatchewan",Saskatchewan,139384.716,791.123,3.592,162488.04
2020,Rimbey Gas Plant,Alberta,370473.771,216.602,10.398,379294.097
2020,Sarnia Chemical Plant,Ontario,256826.0982,95.175448,5.01826,260820.849644
2020,Sarnia Cogen Plant,Ontario,406192.2143,101.3884,10.2773,411754.574
2020,Sarnia Fractionation Plant,Ontario,170776.9,11.85,2.754,171838.51
2020,Sarnia Manufacturing Centre,Ontario,676485.501,62.3436,6.5551,680025.720334
2020,Sarnia Refinery,Ontario,756929.947,81.714091,14.353987,763021.7481160001
2020,Sarnia Refinery Plant,Ontario,1268044.466,533.7119,15.8352,1287184.7278
2020,Sarnia Regional Cogeneration Facility,Ontario,1004446.972,259.978363,25.997836,1018615.792
2020,Alliance Pipeline Ltd. - SK Pipeline System,Saskatchewan,281603.3825,647.647447,7.999379,301857.346382
2020,SaskEnergy Incorporated,Saskatchewan,18097.1,2455.985,0.457,86985.785
2020,Yara Belle Plaine Inc.,Saskatchewan,533356.8378,197.4874,44.2104,550602.241
2020,Scotford Chemical Plant,Alberta,336997.887,42.5353,5.7412,353576.4994
2020,Scotford Complex,Alberta,479190.73,115.06,11.51,485551.86
2020,Scotford Upgrader and Upgrader Cogeneration,Alberta,2506867.016,610.005447,35.699053,2533407.417185
2020,Fibrek SENC,Quebec,92026.14,79.52,28.477,101799.105
2020,Shand Power Station,Saskatchewan,1619235.107,66.71999,33.878484,1630081.064432
2020,Sheerness Generating Station,Alberta,2766366.736,172.1805,45.7757,2783318.3506
2020,Caroline Complex,Alberta,304959.5972,58.1815,7.8982,308681.7022
2020,Jumping Pound Complex,Alberta,200899.8505,168.1816,5.7253,207126.1398
2020,Shell Scotford Refinery,Alberta,990090.1625,465.3964,9.9542,1005759.9217
2020,"Koch Fertilizer Canada, ULC",Manitoba,656674.971,7.091,74.111001,676512.934265
2020,Site de Témiscaming,Quebec,170862.0,107.25,23.46,180081.9
2020,Bowmanville Cement Plant,Ontario,1469872.938,9.3953,5.4899,1471590.8303
2020,St. Marys Cement Plant,Ontario,527818.6584,5.435,1.3519,528329.0919
2020,Hamilton,Ontario,268452.35,865.6185,14.4851,296528.2195
2020,Lake Erie,Ontario,2681126.963,286.41702,11.81454,2692277.4927
2020,Strachan Gas Plant,Alberta,107047.742,258.308,4.431,115454.581
2020,"Imperial Oil, Strathcona Refinery",Alberta,1512475.176,222.6587,16.894,1523186.5295
2020,Summit Road Landfill,Manitoba,0.0,2898.84,0.0,81167.52
2020,Sundance Thermal Electric Power Generating Plant,Alberta,999676.602,15.57132,18.21012,1004938.28028
2020,CF Industries Courtright Nitrogen Complex,Ontario,687823.6921,52.8509,23.8581,695625.9138
2020,Terra Nova,Newfoundland and Labrador,43431.072,4.035,6.522,45350.0895
2020,AV Terrace Bay,Ontario,159774.3,129.101,20.0859,168711.8915
2020,"Teck Metals Ltd, Trail Operations",British Columbia,427091.69,66.431,3.261,429916.973
2020,TransGas Limited,Saskatchewan,113034.068,4428.423,2.815,237775.887
2020,Trenton Generating Station,Nova Scotia,1177156.221,10.622242,15.321171,1181537.254375
2020,Tufts Cove Generating Station,Nova Scotia,1008982.891,252.307144,25.711291,1022933.833
2020,Tunis Power Plant,Ontario,4026.6815,0.97503,0.10191,4080.98849
2020,Usine Alma,Quebec,794149.0,1.318,1.858,826028.0840000001
2020,Usine Arvida,Quebec,403165.0,0.86,1.541,554937.945
2020,Usine de Beauharnois,Quebec,6642.0,0.132,0.124,6678.556
2020,Usine de Bécancour,Quebec,15353.364,0.01049,0.07561,15373.69437
2020,Usine de Bouletage de Port-Cartier,Quebec,818263.993,11.4578,6.8899,820410.6349
2020,Aluminerie de Deschambault,Quebec,491216.0,0.683,4.401,505587.046
2020,Usine de La Tuque,Quebec,193053.464,31.897,23.447,200160.035
2020,Usine de Québec,Quebec,7282.05,0.224,0.9869,7643.577266
2020,Usine Grande-Baie,Quebec,466624.0,1.338,1.519,543761.561
2020,Usine Laterrière,Quebec,398596.0,0.369,0.679,563091.177
2020,W12A Landfill,Ontario,914.0,2600.047,0.03,73723.266
2020,Wapiti Deep Cut Plant 04-08-069-08 W6M,Alberta,97672.96477,285.129345,7.22377,107570.885483
2020,Waterton Complex,Alberta,287361.1086,251.498,10.5192,297190.6406
2020,West Windsor Power,Ontario,17132.16244,4.582014,0.458004,17381.82989
2020,Western Canada Operations,Alberta,1164769.774,85.8417,18.7648,1172424.6041
2020,Dryden Mill,Ontario,66909.214,788.7676,10.4551,91765.30829999999
2020,Wildcat Hills Gas Plant,Alberta,142122.3431,38.9887,3.8856,144243.7107
2020,Windsor Essex Cogeneration Plant,Ontario,9256.242374,2.392619,0.239262,9386.640136
2020,PAW In-Situ Oilsands Facilities,Alberta,3430271.056,1047.08732,23.93159,3465931.70131
2020,Strathcona Works,Alberta,90263.67451,0.096087,0.024145,90272.763371
2020,BEINFAIT MINE - CHAR PLANT,Saskatchewan,90144.28319,6.491065,4.35065,91478.955264
2020,Bolney Thermal,Saskatchewan,414220.6125,376.2461,6.93741,426593.91701
2020,Usine de Joliette,Quebec,19561.121,0.411,0.344,20095.484
2020,Glanbrook Landfill Site,Ontario,0.0,997.1273,0.03273,27928.23785
2020,Irving Paper,New Brunswick,81292.072,1.6062,2.493255,81997.75817500001
2020,Walker Environmental Group Inc. Landfill Sites,Ontario,0.0,6300.8,0.0,176422.4
